invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,return_flag,category,return_risk_score
537022,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2010-12-03 15:45:00,2.95,12725.0,Italy,0,SET,1.2860945278385422e-15
537022,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-12-03 15:45:00,1.25,12725.0,Italy,0,PORCELAIN,3.9306603195159824e-30
537022,22307,GOLD MUG BONE CHINA TREE OF LIFE,-1,2010-12-03 15:45:00,1.95,12725.0,Italy,1,GOLD,0.9919677638362047
537022,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,24,2010-12-03 15:45:00,0.65,12725.0,Italy,0,SCANDINAVIAN,3.2873214612051115e-59
537022,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,6,2010-12-03 15:45:00,4.25,12725.0,Italy,0,ROSE,1.22571636142207e-15
537022,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4,2010-12-03 15:45:00,4.25,12725.0,Italy,0,ROSE,8.621856592450345e-11
537022,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2010-12-03 15:45:00,4.25,12725.0,Italy,0,SET,8.610717601832126e-11
537022,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,2010-12-03 15:45:00,4.25,12725.0,Italy,0,GARDENIA,8.63317594115067e-11
537022,85035C,ROSE 3 WICK MORRIS BOX CANDLE,4,2010-12-03 15:45:00,4.25,12725.0,Italy,0,ROSE,8.621856592450345e-11
537022,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6,2010-12-03 15:45:00,4.25,12725.0,Italy,0,CHOCOLATE,1.2328856341935865e-15
537022,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,4,2010-12-03 15:45:00,4.25,12725.0,Italy,0,CHOCOLATE,8.672286238042331e-11
537022,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,-1,2010-12-03 15:45:00,4.25,12725.0,Italy,1,GARDENIA,0.9912504488187269
537022,85034C,3 ROSE MORRIS BOXED CANDLES,-1,2010-12-03 15:45:00,4.25,12725.0,Italy,1,ROSE,0.9912390624608907
537022,72741,GRAND CHOCOLATECANDLE,9,2010-12-03 15:45:00,1.45,12725.0,Italy,0,GRAND,7.364319902987421e-23
537022,84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,2010-12-03 15:45:00,5.95,12725.0,Italy,0,PINK,5.536344023452872e-06
537022,22697,GREEN REGENCY TEACUP AND SAUCER,6,2010-12-03 15:45:00,2.95,12725.0,Italy,0,GREEN,1.28031193296055e-15
537022,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,3,2010-12-03 15:45:00,4.65,12725.0,Italy,0,CHARLIE,2.2396341120954955e-08
537022,POST,POSTAGE,2,2010-12-03 15:45:00,28.0,12725.0,Italy,0,POSTAGE,2.43525995490418e-06
537023,22509,SEWING BOX RETROSPOT DESIGN ,1,2010-12-03 16:02:00,16.95,16725.0,United Kingdom,0,SEWING,0.000987290171022709
537023,85175,CACTI T-LIGHT CANDLES,32,2010-12-03 16:02:00,0.42,16725.0,United Kingdom,0,CACTI,1.3679942804742245e-78
537023,22471,TV DINNER TRAY AIR HOSTESS ,1,2010-12-03 16:02:00,4.95,16725.0,United Kingdom,0,TV,0.0015423666939687816
537023,22072,RED RETROSPOT TEA CUP AND SAUCER ,1,2010-12-03 16:02:00,3.75,16725.0,United Kingdom,0,RED,0.001729316250183463
537023,22457,NATURAL SLATE HEART CHALKBOARD ,1,2010-12-03 16:02:00,2.95,16725.0,United Kingdom,0,NATURAL,0.0016710063034088291
537023,22070,SMALL RED RETROSPOT MUG IN BOX ,1,2010-12-03 16:02:00,3.75,16725.0,United Kingdom,0,SMALL,0.001630662239895826
537023,46000R,POLYESTER FILLER PAD 45x30cm,1,2010-12-03 16:02:00,1.45,16725.0,United Kingdom,0,POLYESTER,0.0017773923807908822
537023,22786,CUSHION COVER PINK UNION JACK,1,2010-12-03 16:02:00,5.95,16725.0,United Kingdom,0,CUSHION,0.00149786164147396
537023,48187,DOORMAT NEW ENGLAND,1,2010-12-03 16:02:00,7.95,16725.0,United Kingdom,0,DOORMAT,0.0013853309155397366
537023,22660,DOORMAT I LOVE LONDON,1,2010-12-03 16:02:00,7.95,16725.0,United Kingdom,0,DOORMAT,0.0013853309155397366
537023,84836,ZINC METAL HEART DECORATION,2,2010-12-03 16:02:00,1.25,16725.0,United Kingdom,0,ZINC,6.726106310948934e-06
537023,16237,SLEEPING CAT ERASERS,1,2010-12-03 16:02:00,0.21,16725.0,United Kingdom,0,SLEEPING,0.0018559690030800294
537023,22686,FRENCH BLUE METAL DOOR SIGN No,1,2010-12-03 16:02:00,1.25,16725.0,United Kingdom,0,FRENCH,0.001763765049609481
537023,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2010-12-03 16:02:00,1.25,16725.0,United Kingdom,0,FRENCH,0.001763765049609481
537023,22670,FRENCH WC SIGN BLUE METAL,1,2010-12-03 16:02:00,1.25,16725.0,United Kingdom,0,FRENCH,0.001763765049609481
537023,22672,FRENCH BATHROOM SIGN BLUE METAL,1,2010-12-03 16:02:00,1.65,16725.0,United Kingdom,0,FRENCH,0.0017372167941071127
537023,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2010-12-03 16:02:00,0.55,16725.0,United Kingdom,0,PACK,0.0018040393898886655
537023,72741,GRAND CHOCOLATECANDLE,2,2010-12-03 16:02:00,1.45,16725.0,United Kingdom,0,GRAND,6.797786719369326e-06
537023,22297,HEART IVORY TRELLIS SMALL,1,2010-12-03 16:02:00,1.25,16725.0,United Kingdom,0,HEART,0.0017925082816509373
537023,22865,HAND WARMER OWL DESIGN,1,2010-12-03 16:02:00,2.1,16725.0,United Kingdom,0,HAND,0.001668255441409331
537023,20724,RED RETROSPOT CHARLOTTE BAG,2,2010-12-03 16:02:00,0.85,16725.0,United Kingdom,0,RED,7.2921390483150575e-06
537023,22356,CHARLOTTE BAG PINK POLKADOT,1,2010-12-03 16:02:00,0.85,16725.0,United Kingdom,0,CHARLOTTE,0.0018080122124711237
537023,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2010-12-03 16:02:00,2.95,16725.0,United Kingdom,0,WOODEN,0.0016571266060661418
537023,22804,CANDLEHOLDER PINK HANGING HEART,1,2010-12-03 16:02:00,2.95,16725.0,United Kingdom,0,CANDLEHOLDER,0.0016771505341900772
537023,79321,CHILLI LIGHTS,6,2010-12-03 16:02:00,4.95,16725.0,United Kingdom,0,CHILLI,1.1886546418695375e-15
537026,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-03 16:35:00,2.1,12395.0,Belgium,0,SET,3.816469226119762e-30
537026,21217,RED RETROSPOT ROUND CAKE TINS,-1,2010-12-03 16:35:00,9.95,12395.0,Belgium,1,RED,0.9897210448928917
537026,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2010-12-03 16:35:00,0.42,12395.0,Belgium,0,PACK,7.081599277241248e-292
537026,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-1,2010-12-03 16:35:00,0.42,12395.0,Belgium,1,PACK,0.9922334452748759
537026,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2010-12-03 16:35:00,0.42,12395.0,Belgium,0,PACK,7.081599277241248e-292
537026,21975,PACK OF 60 DINOSAUR CAKE CASES,48,2010-12-03 16:35:00,0.55,12395.0,Belgium,0,PACK,2.22626128067146e-117
537026,21976,PACK OF 60 MUSHROOM CAKE CASES,48,2010-12-03 16:35:00,0.55,12395.0,Belgium,0,PACK,2.22626128067146e-117
537026,22551,PLASTERS IN TIN SPACEBOY,12,2010-12-03 16:35:00,1.65,12395.0,Belgium,0,PLASTERS,3.77862534616164e-30
537026,85099B,JUMBO BAG RED RETROSPOT,10,2010-12-03 16:35:00,1.95,12395.0,Belgium,0,JUMBO,2.6522174403888997e-25
537026,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-12-03 16:35:00,0.85,12395.0,Belgium,0,CHARLOTTE,2.7895787589635887e-25
537026,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-03 16:35:00,0.55,12395.0,Belgium,0,SWEETHEART,3.3519794897912377e-59
537026,POST,POSTAGE,2,2010-12-03 16:35:00,18.0,12395.0,Belgium,0,POSTAGE,3.5604215517841524e-06
537030,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2010-12-03 16:44:00,0.85,16455.0,United Kingdom,0,FELTCRAFT,3.793479281778171e-30
537030,22586,FELTCRAFT HAIRBAND PINK AND BLUE,12,2010-12-03 16:44:00,0.85,16455.0,United Kingdom,0,FELTCRAFT,3.793479281778171e-30
537030,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,2010-12-03 16:44:00,0.85,16455.0,United Kingdom,0,FELTCRAFT,3.793479281778171e-30
537030,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,2010-12-03 16:44:00,0.85,16455.0,United Kingdom,0,FELTCRAFT,3.793479281778171e-30
537030,22150,3 STRIPEY MICE FELTCRAFT,12,2010-12-03 16:44:00,1.95,16455.0,United Kingdom,0,STRIPEY,3.887315658734602e-30
537030,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2010-12-03 16:44:00,2.1,16455.0,United Kingdom,1,FELTCRAFT,0.9914691796001243
537030,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-12-03 16:44:00,1.45,16455.0,United Kingdom,0,FELTCRAFT,3.708005089215523e-30
537030,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-12-03 16:44:00,1.25,16455.0,United Kingdom,0,PINK,3.8432709985635204e-30
537030,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-03 16:44:00,1.25,16455.0,United Kingdom,0,PINK,3.8432709985635204e-30
537030,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10,2010-12-03 16:44:00,1.95,16455.0,United Kingdom,0,BALLOON,2.6820460507721783e-25
537030,22570,FELTCRAFT CUSHION RABBIT,8,2010-12-03 16:44:00,3.75,16455.0,United Kingdom,0,FELTCRAFT,1.6812098697879926e-20
537030,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8,2010-12-03 16:44:00,3.75,16455.0,United Kingdom,0,PINK,1.729352342296829e-20
537030,20969,RED FLORAL FELTCRAFT SHOULDER BAG,8,2010-12-03 16:44:00,3.75,16455.0,United Kingdom,0,RED,1.8766715241804858e-20
537031,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,24,2010-12-03 16:45:00,1.25,16455.0,United Kingdom,0,PURPLE,3.237381249160466e-59
537031,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,24,2010-12-03 16:45:00,1.25,16455.0,United Kingdom,0,RED,3.443030868449242e-59
537031,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-03 16:45:00,1.25,16455.0,United Kingdom,0,GREEN,3.923972700255165e-30
537031,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-03 16:45:00,1.25,16455.0,United Kingdom,0,PINK,3.8432709985635204e-30
537031,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2010-12-03 16:45:00,1.25,16455.0,United Kingdom,0,CLEAR,3.2351822763413077e-59
537031,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-03 16:45:00,1.25,16455.0,United Kingdom,0,BLUE,3.790783948427817e-30
537034,22867,HAND WARMER BIRD DESIGN,96,2010-12-03 17:20:00,1.85,13081.0,United Kingdom,0,HAND,9.651571418128502e-234
537034,22866,HAND WARMER SCOTTY DOG DESIGN,96,2010-12-03 17:20:00,1.85,13081.0,United Kingdom,0,HAND,9.651571418128502e-234
537034,22865,HAND WARMER OWL DESIGN,96,2010-12-03 17:20:00,1.85,13081.0,United Kingdom,0,HAND,9.651571418128502e-234
537034,22633,HAND WARMER UNION JACK,96,2010-12-03 17:20:00,1.85,13081.0,United Kingdom,0,HAND,9.651571418128502e-234
537034,22616,PACK OF 12 LONDON TISSUES ,48,2010-12-03 17:20:00,0.29,13081.0,United Kingdom,0,PACK,2.2483556200519657e-117
537034,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-12-03 17:20:00,2.55,13081.0,United Kingdom,0,PAPER,5.004915650898995e-98
537034,21094,SET/6 RED SPOTTY PAPER PLATES,-1,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,1,SET,0.9922823751499207
537034,84006,MAGIC TREE -PAPER FLOWERS,36,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,MAGIC,2.719131306984508e-88
537034,22029,SPACEBOY BIRTHDAY CARD,24,2010-12-03 17:20:00,0.42,13081.0,United Kingdom,0,SPACEBOY,3.3577882356458965e-59
537034,21504,SKULLS GREETING CARD,24,2010-12-03 17:20:00,0.42,13081.0,United Kingdom,0,SKULLS,3.290654472898802e-59
537034,22431,WATERING CAN BLUE ELEPHANT,24,2010-12-03 17:20:00,1.95,13081.0,United Kingdom,0,WATERING,3.1736805214560087e-59
537034,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2010-12-03 17:20:00,1.65,13081.0,United Kingdom,0,RED,3.391116055646309e-59
537034,22553,PLASTERS IN TIN SKULLS,24,2010-12-03 17:20:00,1.65,13081.0,United Kingdom,0,PLASTERS,3.1193848837421745e-59
537034,22418,10 COLOUR SPACEBOY PEN,24,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,COLOUR,3.2829359638298013e-59
537034,22197,SMALL POPCORN HOLDER,24,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,SMALL,3.295989768253018e-59
537034,22662,LUNCH BAG DOLLY GIRL DESIGN,20,2010-12-03 17:20:00,1.65,13081.0,United Kingdom,0,LUNCH,1.5452253576773222e-49
537034,22629,SPACEBOY LUNCH BOX ,12,2010-12-03 17:20:00,1.95,13081.0,United Kingdom,0,SPACEBOY,3.837777710469352e-30
537034,22738,RIBBON REEL SNOWY VILLAGE,10,2010-12-03 17:20:00,1.65,13081.0,United Kingdom,0,RIBBON,2.683523297207829e-25
537034,22732,3D VINTAGE CHRISTMAS STICKERS ,18,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,0,VINTAGE,1.1337670672660469e-44
537034,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-12-03 17:20:00,0.65,13081.0,United Kingdom,0,SET,4.032556577101834e-30
537034,22348,TEA BAG PLATE RED RETROSPOT,12,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,TEA,3.990874931284324e-30
537034,20829,GLITTER HANGING BUTTERFLY STRING,8,2010-12-03 17:20:00,2.1,13081.0,United Kingdom,0,GLITTER,1.863240273580783e-20
537034,84247G,"DECOUPAGE,GREETING CARD,",12,2010-12-03 17:20:00,0.42,13081.0,United Kingdom,0,DECOUPAGE,4.0568822681813774e-30
537034,20963,APPLE BATH SPONGE,-1,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,1,APPLE,0.9921922400926685
537034,21224,SET/4 SKULL BADGES,10,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,0,SET,2.772642564227418e-25
537034,22090,PAPER BUNTING RETROSPOT,24,2010-12-03 17:20:00,2.95,13081.0,United Kingdom,0,PAPER,2.9545067926755335e-59
537034,22433,WATERING CAN GREEN DINOSAUR,12,2010-12-03 17:20:00,1.95,13081.0,United Kingdom,0,WATERING,3.8443956439920835e-30
537034,21721,CANDY SHOP  STICKER SHEET,24,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,CANDY,3.294880840438082e-59
537034,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,0,STRAWBERRY,3.874366126599157e-30
537034,22133,PINK LOVE HEART SHAPE CUP,12,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,PINK,3.902107880335461e-30
537034,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2010-12-03 17:20:00,2.55,13081.0,United Kingdom,1,STRAWBERRY,0.9916300454880398
537034,22024,RAINY LADIES BIRTHDAY CARD,12,2010-12-03 17:20:00,0.42,13081.0,United Kingdom,0,RAINY,4.0568822964450966e-30
537034,21677,HEARTS  STICKERS,12,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,HEARTS,3.9989148017626296e-30
537034,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2010-12-03 17:20:00,1.45,13081.0,United Kingdom,0,SET,3.911865756508088e-30
537034,22131,FOOD CONTAINER SET 3 LOVE HEART ,-1,2010-12-03 17:20:00,1.95,13081.0,United Kingdom,1,FOOD,0.9919557175484707
537034,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,0,PINK,3.8432709985635204e-30
537034,20972,PINK CREAM FELT CRAFT TRINKET BOX ,-1,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,1,PINK,0.9919661160702679
537034,21947,SET OF 6 HEART CHOPSTICKS,12,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,0,SET,3.941695525336867e-30
537034,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2010-12-03 17:20:00,1.95,13081.0,United Kingdom,0,FAIRY,3.8102379126468504e-30
537034,21726,MULTI HEARTS  STICKERS,12,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,MULTI,4.006054595301512e-30
537034,21211,SET OF 72 SKULL PAPER  DOILIES,12,2010-12-03 17:20:00,1.45,13081.0,United Kingdom,0,SET,3.911865756508088e-30
537034,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,2010-12-03 17:20:00,3.75,13081.0,United Kingdom,0,RED,3.7928585006257954e-30
537034,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-03 17:20:00,2.1,13081.0,United Kingdom,0,SET,3.816469226119762e-30
537034,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,0,SET,3.941695525336867e-30
537034,21164,HOME SWEET HOME METAL SIGN ,12,2010-12-03 17:20:00,2.95,13081.0,United Kingdom,0,HOME,3.679570703083087e-30
537034,21877,HOME SWEET HOME MUG,12,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,0,HOME,3.9250009966404926e-30
537034,22111,SCOTTIE DOG HOT WATER BOTTLE,12,2010-12-03 17:20:00,4.95,13081.0,United Kingdom,0,SCOTTIE,3.45584666010966e-30
537034,22434,BALLOON PUMP WITH 10 BALLOONS,8,2010-12-03 17:20:00,1.95,13081.0,United Kingdom,0,BALLOON,1.8865878888383722e-20
537034,21724,PANDA AND BUNNIES STICKER SHEET,12,2010-12-03 17:20:00,0.85,13081.0,United Kingdom,0,PANDA,3.991185652648941e-30
537034,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2010-12-03 17:20:00,1.65,13081.0,United Kingdom,0,RED,2.0324934120314125e-20
537034,22569,FELTCRAFT CUSHION BUTTERFLY,12,2010-12-03 17:20:00,3.75,13081.0,United Kingdom,0,FELTCRAFT,3.397819524514833e-30
537034,84030E,ENGLISH ROSE HOT WATER BOTTLE,12,2010-12-03 17:20:00,4.25,13081.0,United Kingdom,0,ENGLISH,3.4696724643391824e-30
537034,22837,HOT WATER BOTTLE BABUSHKA ,12,2010-12-03 17:20:00,4.65,13081.0,United Kingdom,0,HOT,3.520194693510417e-30
537034,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2010-12-03 17:20:00,1.45,13081.0,United Kingdom,0,CHRISTMAS,3.817621645426721e-30
537034,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-03 17:20:00,2.1,13081.0,United Kingdom,0,POPPY,1.2824244469970604e-15
537034,22780,LIGHT GARLAND BUTTERFILES PINK,8,2010-12-03 17:20:00,4.25,13081.0,United Kingdom,0,LIGHT,1.733270575929283e-20
537034,22940,FELTCRAFT CHRISTMAS FAIRY,12,2010-12-03 17:20:00,4.25,13081.0,United Kingdom,0,FELTCRAFT,3.33389930420479e-30
537034,22198,LARGE POPCORN HOLDER ,12,2010-12-03 17:20:00,1.65,13081.0,United Kingdom,0,LARGE,3.8275619725646316e-30
537034,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2010-12-03 17:20:00,2.1,13081.0,United Kingdom,0,POPPY,1.2824244469970604e-15
537034,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2010-12-03 17:20:00,2.1,13081.0,United Kingdom,0,POPPY,1.2824244469970604e-15
537034,22747,POPPY'S PLAYHOUSE BATHROOM,6,2010-12-03 17:20:00,2.1,13081.0,United Kingdom,0,POPPY,1.2824244469970604e-15
537034,20676,RED RETROSPOT BOWL,8,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,0,RED,2.0636089838010718e-20
537034,21243,PINK  POLKADOT PLATE ,8,2010-12-03 17:20:00,1.69,13081.0,United Kingdom,0,PINK,1.8700987609200616e-20
537034,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2010-12-03 17:20:00,3.75,13081.0,United Kingdom,0,PINK,1.2164500991965251e-15
537034,22432,WATERING CAN PINK BUNNY,6,2010-12-03 17:20:00,1.95,13081.0,United Kingdom,0,WATERING,1.3380135500510127e-15
537034,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2010-12-03 17:20:00,3.75,13081.0,United Kingdom,0,FAIRY,8.711704903251638e-11
537034,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,2010-12-03 17:20:00,2.95,13081.0,United Kingdom,0,ROUND,1.2731672077622874e-15
537034,21481,FAWN BLUE HOT WATER BOTTLE,12,2010-12-03 17:20:00,2.95,13081.0,United Kingdom,0,FAWN,3.686057586105026e-30
537034,22314,OFFICE MUG WARMER CHOC+BLUE,6,2010-12-03 17:20:00,2.95,13081.0,United Kingdom,0,OFFICE,1.269038150456257e-15
537034,22570,FELTCRAFT CUSHION RABBIT,8,2010-12-03 17:20:00,3.75,13081.0,United Kingdom,0,FELTCRAFT,1.6812098697879926e-20
537034,22200,FRYING PAN PINK POLKADOT,4,2010-12-03 17:20:00,4.25,13081.0,United Kingdom,0,FRYING,8.587269884239074e-11
537034,22568,FELTCRAFT CUSHION OWL,8,2010-12-03 17:20:00,3.75,13081.0,United Kingdom,0,FELTCRAFT,1.6812098697879926e-20
537034,21843,RED RETROSPOT CAKE STAND,2,2010-12-03 17:20:00,10.95,13081.0,United Kingdom,0,RED,4.968780386857089e-06
537035,37446,MINI CAKE STAND WITH HANGING CAKES,8,2010-12-03 17:21:00,1.45,13081.0,United Kingdom,0,MINI,1.9442159056565357e-20
537036,22660,DOORMAT I LOVE LONDON,1,2010-12-03 17:28:00,7.95,15545.0,United Kingdom,0,DOORMAT,0.0013853309155397366
537036,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2010-12-03 17:28:00,2.1,15545.0,United Kingdom,0,GROW,0.0017219036225574313
537036,79067,CORONA MEXICAN TRAY,1,2010-12-03 17:28:00,3.75,15545.0,United Kingdom,0,CORONA,0.0016233796685130415
537036,21360,JOY LARGE WOOD LETTERS,1,2010-12-03 17:28:00,9.95,15545.0,United Kingdom,0,JOY,0.001284734183139437
537036,22076,6 RIBBONS EMPIRE  ,1,2010-12-03 17:28:00,1.65,15545.0,United Kingdom,0,RIBBONS,0.0017363613950232312
537036,85049G,CHOCOLATE BOX RIBBONS ,1,2010-12-03 17:28:00,1.25,15545.0,United Kingdom,0,CHOCOLATE,0.0018098811736807715
537036,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2010-12-03 17:28:00,1.25,15545.0,United Kingdom,0,TRADITIONAL,0.001777604172193432
537036,85049E,SCANDINAVIAN REDS RIBBONS,1,2010-12-03 17:28:00,1.25,15545.0,United Kingdom,0,SCANDINAVIAN,0.0017745887979297489
537036,22077,6 RIBBONS RUSTIC CHARM,1,2010-12-03 17:28:00,1.65,15545.0,United Kingdom,0,RIBBONS,0.0017363613950232312
537036,22467,GUMBALL COAT RACK,1,2010-12-03 17:28:00,2.55,15545.0,United Kingdom,0,GUMBALL,0.0016939210482425587
537036,22088,PAPER BUNTING COLOURED LACE,1,2010-12-03 17:28:00,2.95,15545.0,United Kingdom,0,PAPER,0.001631924312248618
537036,22037,ROBOT BIRTHDAY CARD,12,2010-12-03 17:28:00,0.42,15545.0,United Kingdom,0,ROBOT,4.049121605964132e-30
537036,22024,RAINY LADIES BIRTHDAY CARD,12,2010-12-03 17:28:00,0.42,15545.0,United Kingdom,0,RAINY,4.0568822964450966e-30
537036,20697,LITTLE GREEN MONSTER SOFT TOY,1,2010-12-03 17:28:00,2.55,15545.0,United Kingdom,0,LITTLE,0.0017032822479285633
537036,20699,MOUSEY LONG LEGS SOFT TOY,1,2010-12-03 17:28:00,2.55,15545.0,United Kingdom,0,MOUSEY,0.0017032822479285633
537036,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,2010-12-03 17:28:00,1.65,15545.0,United Kingdom,0,FRENCH,0.0017372167941071127
537036,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2010-12-03 17:28:00,4.65,15545.0,United Kingdom,0,ENCHANTED,0.0015712781020158985
537036,22551,PLASTERS IN TIN SPACEBOY,1,2010-12-03 17:28:00,1.65,15545.0,United Kingdom,0,PLASTERS,0.0017228379647388334
537036,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2010-12-03 17:28:00,1.65,15545.0,United Kingdom,0,PLASTERS,0.0017228379647388334
537036,22555,PLASTERS IN TIN STRONGMAN,1,2010-12-03 17:28:00,1.65,15545.0,United Kingdom,0,PLASTERS,0.0017228379647388334
537036,22117,METAL SIGN HER DINNER IS SERVED ,1,2010-12-03 17:28:00,2.95,15545.0,United Kingdom,0,METAL,0.0016777444393867844
537036,82581,TOILET METAL SIGN,1,2010-12-03 17:28:00,0.55,15545.0,United Kingdom,0,TOILET,0.001846252231946493
537036,82580,BATHROOM METAL SIGN,1,2010-12-03 17:28:00,0.55,15545.0,United Kingdom,0,BATHROOM,0.0018208912210392065
537036,82551,LAUNDRY 15C METAL SIGN,1,2010-12-03 17:28:00,1.45,15545.0,United Kingdom,0,LAUNDRY,0.0017828095149162483
537036,22625,RED KITCHEN SCALES,1,2010-12-03 17:28:00,8.5,15545.0,United Kingdom,0,RED,0.0014442555424409808
537036,22616,PACK OF 12 LONDON TISSUES ,12,2010-12-03 17:28:00,0.29,15545.0,United Kingdom,0,PACK,3.996314093359072e-30
537036,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-03 17:28:00,1.69,15545.0,United Kingdom,0,ASSORTED,1.9143737399002278e-20
537036,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2010-12-03 17:28:00,4.95,15545.0,United Kingdom,0,CHRISTMAS,0.0015242460145066508
537036,22837,HOT WATER BOTTLE BABUSHKA ,5,2010-12-03 17:28:00,4.65,15545.0,United Kingdom,0,HOT,3.2494100909970416e-13
537036,35004C,SET OF 3 COLOURED  FLYING DUCKS,1,2010-12-03 17:28:00,5.45,15545.0,United Kingdom,0,SET,0.001532479649405015
537036,85135C,RED DRAGONFLY HELICOPTER,1,2010-12-03 17:28:00,7.95,15545.0,United Kingdom,0,RED,0.0014746990962668186
537037,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-12-05 10:03:00,3.95,17243.0,United Kingdom,0,HOT,1.7886907787676433e-20
537037,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-12-05 10:03:00,4.95,17243.0,United Kingdom,0,RETROSPOT,1.1980605198433203e-15
537037,22835,HOT WATER BOTTLE I AM SO POORLY,3,2010-12-05 10:03:00,4.65,17243.0,United Kingdom,0,HOT,2.2856794653702145e-08
